id,key,value,type 
580793559,highway,bus_stop,regular
580849868,highway,crossing,regular
580849868,crossing,uncontrolled,regular
582804454,name,Coolbellup Medical Centre,regular
582804454,amenity,doctors,regular
583127624,highway,turning_circle,regular
583127646,highway,turning_circle,regular
583127654,highway,turning_circle,regular
583127655,highway,turning_circle,regular
583127660,highway,turning_circle,regular
583127683,highway,turning_circle,regular
583127684,highway,turning_circle,regular
583127685,highway,turning_circle,regular
583127741,highway,turning_circle,regular
583312258,name,Showgrounds,regular
583312258,railway,station,regular
583312258,operator,Transperth,regular
583312258,public_transport,station,regular
583312274,name,Nedlands Supa IGA,regular
583312274,shop,supermarket,regular
583312322,name,Nandos,regular
583312322,amenity,restaurant,regular
583312331,atm,yes,regular
583312331,name,Westpac,regular
583312331,amenity,bank,regular
583312379,highway,crossing,regular
583312379,crossing,uncontrolled,regular
583472310,access,private,regular
583472310,leisure,slipway,regular
583472330,access,private,regular
583472330,leisure,slipway,regular
583478419,name,Ezra Pound,regular
583478419,phone,+61 8 415 757 666,regular
583478419,amenity,bar,regular
583478419,smoking,outside,regular
583478419,website,http://www.ezrapound.com.au/,regular
583478419,city,Northbridge,addr
583478419,wheelchair,no,regular
583478419,street,William Street,addr
583478419,postcode,6003,addr
583478419,opening_hours,Tu-Sa 13:00-00:00;Su 13:00-22:00;Mo off,regular
583478419,housenumber,189,addr
583692636,highway,crossing,regular
583692636,crossing,uncontrolled,regular
583692638,highway,crossing,regular
583692638,crossing,uncontrolled,regular
583692654,highway,turning_circle,regular
583692753,highway,crossing,regular
583692753,crossing,uncontrolled,regular
583692796,amenity,fountain,regular
583692904,amenity,fountain,regular
583692927,highway,crossing,regular
583692927,crossing,uncontrolled,regular
583692929,highway,crossing,regular
583692929,crossing,uncontrolled,regular
583692976,amenity,fountain,regular
583693061,amenity,fountain,regular
583693076,highway,turning_circle,regular
584431947,highway,turning_circle,regular
584432728,highway,turning_circle,regular
584436071,highway,turning_circle,regular
584625480,highway,turning_circle,regular
584625485,highway,turning_circle,regular
584625535,highway,turning_circle,regular
585127612,brand,BP,regular
585127612,amenity,fuel,regular
585127622,amenity,fuel,regular
585127625,name,BP Burrendah Self Serve,regular
585127625,brand,BP,regular
585127625,fixme,only location reviewed,regular
585127625,amenity,fuel,regular
585127630,name,BP Collins Road,regular
585127630,brand,BP,regular
585127630,amenity,fuel,regular
585127632,amenity,fuel,regular
585127632,e10,yes,fuel
585127632,lpg,yes,fuel
585127663,amenity,fuel,regular
585133199,highway,bus_stop,regular
585133199,shelter,yes,regular
585133200,highway,bus_stop,regular
585133200,shelter,yes,regular
585133201,man_made,tower,regular
585133201,type,communication,tower
585133202,highway,bus_stop,regular
585133202,shelter,yes,regular
585133203,highway,bus_stop,regular
585133203,shelter,yes,regular
585133204,highway,bus_stop,regular
585133204,shelter,yes,regular
585133296,highway,turning_circle,regular
585133396,power,tower,regular
585133398,power,tower,regular
585133399,power,tower,regular
585133403,power,tower,regular
585133406,power,tower,regular
585133408,power,tower,regular
585133411,power,tower,regular
585133413,power,tower,regular
585133415,power,tower,regular
585133418,power,tower,regular
585133419,power,tower,regular
587139515,noexit,yes,regular
587139868,aeroway,helipad,regular
587139909,noexit,yes,regular
587140002,noexit,yes,regular
587784974,highway,turning_circle,regular
587785282,highway,turning_circle,regular
587797389,highway,turning_circle,regular
587804468,noexit,yes,regular
587804652,highway,turning_circle,regular
587804873,highway,turning_circle,regular
587805056,highway,turning_circle,regular
587807499,highway,turning_circle,regular
587821638,highway,turning_circle,regular
587838391,highway,turning_circle,regular
587874915,highway,turning_circle,regular
587886221,sport,cricket,regular
587895284,highway,turning_circle,regular
587895490,highway,turning_circle,regular
587895768,highway,turning_circle,regular
588370821,barrier,cycle_barrier,regular
588370860,highway,turning_circle,regular
588370873,noexit,yes,regular
588370874,noexit,yes,regular
588370946,highway,traffic_signals,regular
588394533,noexit,yes,regular
588454255,highway,turning_circle,regular
588454256,highway,turning_circle,regular
589187597,bicycle,yes,regular
589187597,highway,crossing,regular
589187597,crossing,traffic_signals,regular
589225424,bicycle,yes,regular
589225424,highway,crossing,regular
589225424,crossing,traffic_signals,regular
589225526,highway,turning_circle,regular
589225681,highway,turning_circle,regular
589240057,bicycle,no,regular
589240057,highway,crossing,regular
589240057,crossing,traffic_signals,regular
589240067,bicycle,no,regular
589240067,highway,crossing,regular
589240067,crossing,traffic_signals,regular
589247238,highway,crossing,regular
589247238,crossing,uncontrolled,regular
589257845,highway,turning_circle,regular
589257916,highway,traffic_signals,regular
589266269,highway,crossing,regular
589266269,crossing,uncontrolled,regular
589266296,highway,turning_circle,regular
589266394,highway,crossing,regular
589266394,crossing,uncontrolled,regular
589266409,highway,crossing,regular
589266409,crossing,uncontrolled,regular
589266432,highway,turning_circle,regular
589266482,noexit,yes,regular
589270535,highway,turning_circle,regular
589276046,highway,turning_circle,regular
589293623,highway,turning_circle,regular
589312351,highway,turning_circle,regular
589325854,highway,turning_circle,regular
589325922,highway,turning_circle,regular
589334903,noexit,yes,regular
591428586,highway,turning_circle,regular
591428587,highway,turning_circle,regular
591428609,noexit,yes,regular
591432340,highway,turning_circle,regular
591432941,highway,turning_circle,regular
591433002,highway,turning_circle,regular
591433671,highway,crossing,regular
591433671,crossing,unmarked,regular
591433672,highway,crossing,regular
591433672,crossing,unmarked,regular
591433687,highway,turning_circle,regular
591433695,highway,turning_circle,regular
591433696,highway,turning_circle,regular
591433740,highway,turning_circle,regular
593721755,leisure,playground,regular
593721850,highway,turning_circle,regular
594345785,noexit,yes,regular
594345788,barrier,wall,regular
594345857,highway,turning_circle,regular
594345981,highway,turning_circle,regular
594352516,highway,turning_circle,regular
594607157,highway,crossing,regular
594607157,crossing,uncontrolled,regular
594607157,crossing_ref,zebra,regular
597121391,address,Keane St Midland WA 6056,centrelink
598435047,highway,turning_circle,regular
598446529,highway,traffic_signals,regular
598450198,highway,traffic_signals,regular
598574785,amenity,cafe,regular
598574785,description,"More ""cheap and cheerful"" cafe than next door - includes takeaway counter",regular
598615320,traffic_calming,hump,regular
598615349,crossing,island,regular
598615365,traffic_calming,hump,regular
598615366,traffic_calming,hump,regular
598615367,traffic_calming,hump,regular
598615368,traffic_calming,hump,regular
598615372,crossing,island,regular
598615383,highway,crossing,regular
598615383,crossing,island,regular
598615404,traffic_calming,hump,regular
598615406,traffic_calming,hump,regular
598615408,traffic_calming,hump,regular
598615417,traffic_calming,hump,regular
598615470,traffic_calming,hump,regular
598615480,traffic_calming,hump,regular
598615481,traffic_calming,hump,regular
598615487,traffic_calming,hump,regular
598617294,highway,bus_stop,regular
598617294,shelter,yes,regular
598617297,highway,bus_stop,regular
598617297,shelter,yes,regular
598766159,fixme,name and hours,regular
598766159,amenity,cafe,regular
598766160,name,Floreat Surf Life Saving Club,regular
598766168,crossing,island,regular
598766170,crossing,island,regular
598766184,crossing,island,regular
598766188,crossing,island,regular
598766190,highway,bus_stop,regular
598766190,shelter,yes,regular
598766191,highway,bus_stop,regular
598766191,shelter,yes,regular
598788165,highway,crossing,regular
598788165,crossing_ref,zebra,regular
598788168,amenity,cafe,regular
598788169,amenity,restaurant,regular
598788176,amenity,shelter,regular
598788176,tourism,picnic_site,regular
598788177,amenity,bicycle_parking,regular
598788180,amenity,bbq,regular
598788183,highway,crossing,regular
598788183,crossing,island,regular
598788187,amenity,shelter,regular
598788187,tourism,picnic_site,regular
598788188,amenity,bbq,regular
598788194,amenity,shelter,regular
598788194,tourism,picnic_site,regular
598788198,amenity,shelter,regular
598788198,tourism,picnic_site,regular
598788200,amenity,shelter,regular
598788200,tourism,picnic_site,regular
598788201,amenity,shelter,regular
598788201,tourism,picnic_site,regular
598788204,amenity,shelter,regular
598788204,tourism,picnic_site,regular
598788219,amenity,shelter,regular
598788229,amenity,bbq,regular
598788230,amenity,bbq,regular
598788231,amenity,shelter,regular
598788232,amenity,shelter,regular
598788233,amenity,shelter,regular
598788234,amenity,shelter,regular
598788235,amenity,shelter,regular
598788236,amenity,shelter,regular
598788239,fee,no,regular
598788239,amenity,toilets,regular
598789210,highway,bus_stop,regular
598789210,shelter,yes,regular
598789222,crossing,island,regular
599591855,name,Thrifty Car Rental,regular
599591855,amenity,car_rental,regular
599658370,amenity,drinking_water,regular
599658376,amenity,drinking_water,regular
599658380,amenity,drinking_water,regular
599658382,amenity,drinking_water,regular
599658385,amenity,toilets,regular
599658399,amenity,drinking_water,regular
599658431,barrier,cycle_barrier,regular
599658457,amenity,drinking_water,regular
599658459,amenity,toilets,regular
599888835,crossing,island,regular
599895824,highway,turning_circle,regular
599895825,highway,turning_circle,regular
599895874,highway,turning_circle,regular
599895878,highway,turning_circle,regular
599895894,highway,turning_circle,regular
599895902,amenity,parking,regular
599895916,highway,turning_circle,regular
599895927,highway,turning_circle,regular
599895929,highway,turning_circle,regular
599895935,highway,turning_circle,regular
599895937,highway,turning_circle,regular
599895939,highway,turning_circle,regular
599895954,highway,turning_circle,regular
599895957,highway,turning_circle,regular
599895958,noexit,yes,regular
599895972,tourism,viewpoint,regular
599907039,name,McDonald's,regular
599907039,amenity,fast_food,regular
599907039,cuisine,burger,regular
600242245,highway,crossing,regular
600242245,crossing,island,regular
600267558,noexit,yes,regular
600267569,amenity,shelter,regular
600267571,amenity,shelter,regular
600267586,noexit,yes,regular
600267707,noexit,yes,regular
600267727,noexit,yes,regular
600267733,power,tower,regular
600267734,power,tower,regular
600267738,power,tower,regular
600267748,power,tower,regular
600267755,highway,bus_stop,regular
600267755,name,Fitzgeralt St After James St,regular
600267755,en,Fitzgeralt St After James St,name
600267755,operator,Transperth,regular
600267755,shelter,yes,regular
600291894,noexit,yes,regular
600291907,noexit,yes,regular
600291920,noexit,yes,regular
600291921,noexit,yes,regular
600291922,highway,bus_stop,regular
600291929,amenity,shelter,regular
600291930,amenity,shelter,regular
600291933,noexit,yes,regular
600291937,name,Coles West Leederville,regular
600291937,shop,supermarket,regular
600291999,highway,crossing,regular
600291999,crossing,island,regular
600292004,highway,bus_stop,regular
600292004,shelter,yes,regular
600292011,highway,crossing,regular
600292011,crossing,island,regular
600328433,power,tower,regular
600328435,power,tower,regular
600328436,power,tower,regular
600328437,power,tower,regular
600328445,name,Dominos,regular
600328445,amenity,fast_food,regular
600328445,cuisine,pizza,regular
600328446,name,The Moon,regular
600328446,amenity,restaurant,regular
600328451,power,tower,regular
600328462,power,tower,regular
600328463,power,tower,regular
600328464,power,tower,regular
600328468,barrier,gate,regular
600328476,power,tower,regular
600328487,power,tower,regular
600328505,highway,bus_stop,regular
600328516,power,tower,regular
600328517,power,tower,regular
600328518,power,tower,regular
600328520,highway,bus_stop,regular
600328520,shelter,yes,regular
600328521,power,tower,regular
600328522,power,tower,regular
600328598,name,Lincoln Street Vent,regular
600328598,height,38,regular
600328598,man_made,tower,regular
600328610,power,tower,regular
600328611,power,tower,regular
600328612,power,tower,regular
600328614,power,tower,regular
600328623,highway,bus_stop,regular
600328623,shelter,yes,regular
600328635,power,tower,regular
600328640,power,tower,regular
600328682,power,tower,regular
600328683,power,tower,regular
600328684,power,tower,regular
600328685,power,tower,regular
600328686,power,tower,regular
600328687,power,tower,regular
600328688,power,tower,regular
600328689,power,tower,regular
600328692,power,tower,regular
600328693,power,tower,regular
600328698,highway,bus_stop,regular
600328698,shelter,yes,regular
600328700,highway,bus_stop,regular
600328700,shelter,yes,regular
600328701,power,tower,regular
600328702,power,tower,regular
600328703,power,tower,regular
600328704,power,tower,regular
600328710,power,tower,regular
600368045,highway,bus_stop,regular
600368045,shelter,yes,regular
600398568,highway,bus_stop,regular
600398568,shelter,yes,regular
600398570,highway,bus_stop,regular
600398570,shelter,yes,regular
600398571,highway,bus_stop,regular
600398573,highway,bus_stop,regular
600398573,shelter,yes,regular
600398576,highway,bus_stop,regular
600398576,shelter,yes,regular
600398578,highway,bus_stop,regular
600398578,shelter,yes,regular
600398580,highway,bus_stop,regular
600398580,shelter,yes,regular
600398584,highway,bus_stop,regular
600398584,shelter,yes,regular
600398585,highway,turning_circle,regular
600398586,highway,bus_stop,regular
600398586,shelter,yes,regular
600398713,highway,bus_stop,regular
600398713,shelter,yes,regular
600416551,highway,bus_stop,regular
600416551,shelter,yes,regular
600416574,highway,bus_stop,regular
600416574,shelter,yes,regular
600416575,highway,bus_stop,regular
600416575,shelter,yes,regular
600416749,highway,bus_stop,regular
600416749,shelter,yes,regular
600416751,highway,bus_stop,regular
600416751,shelter,yes,regular
600416779,highway,bus_stop,regular
600416779,shelter,yes,regular
600432179,highway,bus_stop,regular
600432179,shelter,yes,regular
600432189,highway,bus_stop,regular
600432189,shelter,yes,regular
600432225,highway,bus_stop,regular
600432229,highway,bus_stop,regular
600432229,shelter,yes,regular
600432260,name,Subiaco,regular
600432260,amenity,post_office,regular
600432261,highway,bus_stop,regular
600432271,noexit,yes,regular
600432274,noexit,yes,regular
600432285,noexit,yes,regular
600432288,noexit,yes,regular
600432293,highway,bus_stop,regular
600432325,highway,turning_circle,regular
600432330,highway,bus_stop,regular
600432330,shelter,yes,regular
600715023,access,private,regular
600715023,leisure,slipway,regular
600715027,access,private,regular
600715027,leisure,slipway,regular
600715095,access,private,regular
600715095,leisure,slipway,regular
600715110,highway,turning_circle,regular
600715116,name,Heritage B&B,regular
600715116,tourism,guest_house,regular
600730124,bicycle,yes,regular
600730124,railway,crossing,regular
600730124,crossing,uncontrolled,regular
600730131,highway,bus_stop,regular
600730131,shelter,yes,regular
600730132,bicycle,yes,regular
600730132,railway,crossing,regular
600730132,crossing,uncontrolled,regular
600730134,railway,level_crossing,regular
600730135,highway,traffic_signals,regular
600730150,fee,yes,regular
600730150,amenity,parking,regular
600730157,noexit,yes,regular
600730163,bicycle,yes,regular
600730163,railway,crossing,regular
600730163,crossing,uncontrolled,regular
600753212,name,Kailis Brothers,regular
600753212,amenity,restaurant,regular
600753212,cuisine,fish_and_chips,regular
600753217,bicycle,yes,regular
600753217,railway,crossing,regular
600753217,crossing,uncontrolled,regular
600753248,amenity,parking,regular
600753255,bicycle,yes,regular
600753255,railway,crossing,regular
600753255,crossing,uncontrolled,regular
600753262,bicycle,yes,regular
600753262,railway,crossing,regular
600753262,crossing,uncontrolled,regular
600753343,amenity,parking,regular
600753356,name,Leewin Office,regular
600753356,tourism,attraction,regular
600753358,bicycle,yes,regular
600753358,railway,crossing,regular
600753358,crossing,uncontrolled,regular
600753362,amenity,parking,regular
600753375,bicycle,yes,regular
600753375,railway,crossing,regular
600753375,crossing,uncontrolled,regular
600753395,amenity,parking,regular
600753398,name,Chalkies,regular
600753398,amenity,cafe,regular
600753404,fee,yes,regular
600753404,amenity,parking,regular
600753417,amenity,parking,regular
600753447,highway,crossing,regular
600753447,crossing_ref,zebra,regular
600753458,amenity,cafe,regular
600753461,amenity,parking,regular
600753472,amenity,bicycle_parking,regular
600753477,highway,crossing,regular
600753477,crossing,uncontrolled,regular
600753477,crossing_ref,zebra,regular
600753491,amenity,parking,regular
600753492,amenity,cafe,regular
600753502,amenity,parking,regular
600753549,traffic_calming,hump,regular
600753551,highway,crossing,regular
600753551,crossing,uncontrolled,regular
600753551,crossing_ref,zebra,regular
600753554,traffic_calming,hump,regular
600826772,leisure,slipway,regular
600826846,leisure,slipway,regular
600826855,man_made,crane,regular
600826855,note,FIXME,crane
600826855,type,Travellift,crane
600826889,man_made,crane,regular
600826889,note,FIXME,crane
600826889,type,Travellift,crane
600826904,leisure,slipway,regular
600826922,name,The Esplanade Hotel,regular
600826922,stars,4,regular
600826922,tourism,hotel,regular
600826931,name,Dôme Fremantle,regular
600826931,amenity,cafe,regular
600826953,name,Lucky Terrace News & Lotto,regular
600826953,shop,convenience,regular
600826959,highway,crossing,regular
600826962,highway,crossing,regular
600826978,highway,crossing,regular
600826981,highway,crossing,regular
600826985,amenity,bicycle_parking,regular
600826992,amenity,bicycle_parking,regular
600826992,bicycle_parking,stands,regular
600827006,highway,crossing,regular
600827006,crossing,uncontrolled,regular
600827006,crossing_ref,zebra,regular
600827007,highway,crossing,regular
600827007,crossing,uncontrolled,regular
600827007,crossing_ref,zebra,regular
600827010,highway,crossing,regular
600827010,crossing,uncontrolled,regular
600827010,crossing_ref,zebra,regular
600827012,highway,crossing,regular
600827012,crossing,uncontrolled,regular
600827012,crossing_ref,zebra,regular
600827013,highway,crossing,regular
600827013,crossing,uncontrolled,regular
600827013,crossing_ref,zebra,regular
600827014,highway,crossing,regular
600827014,crossing,uncontrolled,regular
600827014,crossing_ref,zebra,regular
600827029,fee,yes,regular
600827029,amenity,parking,regular
600827069,amenity,parking,regular
600827087,highway,crossing,regular
600827087,crossing,uncontrolled,regular
600827087,crossing_ref,zebra,regular
600827089,highway,crossing,regular
600827089,crossing,uncontrolled,regular
600827089,crossing_ref,zebra,regular
600827104,highway,crossing,regular
600827104,crossing,uncontrolled,regular
600827104,crossing_ref,zebra,regular
600827106,highway,crossing,regular
600827106,crossing,uncontrolled,regular
600827106,crossing_ref,zebra,regular
600827115,foot,no,regular
600827115,horse,yes,regular
600827115,barrier,gate,regular
600827115,bicycle,no,regular
603370124,name,Gosnells BFB,regular
603370124,amenity,fire_station,regular
603370877,name,Maddington,regular
603370877,amenity,fire_station,regular
603455041,name,Noodle House,regular
603455041,amenity,restaurant,regular
603455041,cuisine,chinese,regular
603465825,name,Point Walter Changerooms,regular
603465825,amenity,toilets,regular
603465874,amenity,bbq,regular
603465876,amenity,parking,regular
603465877,amenity,parking,regular
603465881,amenity,bicycle_parking,regular
603475935,amenity,parking,regular
603475939,highway,crossing,regular
603475939,crossing,uncontrolled,regular
603476047,highway,crossing,regular
603476047,crossing,uncontrolled,regular
603476070,highway,crossing,regular
603476070,crossing,uncontrolled,regular
603476182,amenity,parking,regular
603476208,fixme,name,regular
603476208,highway,crossing,regular
603476208,crossing,island,regular
603554891,highway,turning_circle,regular
603554896,highway,crossing,regular
603554896,crossing,uncontrolled,regular
603562892,highway,crossing,regular
603562892,crossing,uncontrolled,regular
603563036,highway,turning_circle,regular
603571259,railway,level_crossing,regular
603581363,noexit,yes,regular
603688494,amenity,parking,regular
603688563,amenity,parking,regular
603688567,foot,yes,regular
603688567,barrier,bollard,regular
603688567,bicycle,yes,regular
603688570,highway,turning_circle,regular
603688583,noexit,yes,regular
603688602,amenity,parking,regular
603688616,tourism,viewpoint,regular
603703914,traffic_calming,hump,regular
603703915,amenity,parking,regular
603703921,amenity,parking,regular
603703927,name,Left Bank,regular
603703927,amenity,pub,regular
603703934,amenity,parking,regular
603703938,amenity,parking,regular
603703939,maxstay,4 hr,regular
603703939,mooring,yes,regular
603703939,shape,conical,buoy
603703939,colour,red,buoy
603733551,highway,crossing,regular
603733551,crossing,uncontrolled,regular
605394592,amenity,fountain,regular
605477503,highway,turning_circle,regular
605477506,highway,turning_circle,regular
605477518,noexit,yes,regular
605477526,highway,turning_circle,regular
605477593,highway,turning_circle,regular
605477618,noexit,yes,regular
605477653,noexit,yes,regular
605477657,noexit,yes,regular
605477659,highway,turning_circle,regular
605477687,highway,turning_circle,regular
605477709,noexit,yes,regular
605477715,noexit,yes,regular
605477722,highway,turning_circle,regular
605477731,highway,crossing,regular
605477731,crossing,uncontrolled,regular
605500159,noexit,yes,regular
605524669,highway,turning_circle,regular
605524694,highway,turning_circle,regular
606288940,name,Caltex Belmont,regular
606288940,amenity,fuel,regular
606292009,name,Belvidere Supa IGA,regular
606292009,shop,supermarket,regular
606292009,operator,Supa IGA,regular
606292010,name,Belmont East,regular
606292010,amenity,post_office,regular
606292011,name,Belvidere's Bar Bistro Bottleshop,regular
606292011,amenity,pub,regular
606292013,amenity,post_box,regular
606292014,name,Puma Belmont,regular
606292014,amenity,fuel,regular
606292014,operator,Puma,regular
606292014,city,Belmont,addr
606292014,street,Belvidere Street,addr
606292014,postcode,6104,addr
606292014,housenumber,33,addr
606770938,highway,bus_stop,regular
606771158,name,Regal Theatre,regular
606771158,amenity,theatre,regular
606771176,highway,bus_stop,regular
606771179,name,Subway,regular
606771179,amenity,fast_food,regular
606771179,cuisine,sandwich,regular
606771186,name,Woolworths Subiaco Square,regular
606771186,shop,supermarket,regular
606771196,foot,yes,regular
606771196,barrier,gate,regular
606771196,bicycle,yes,regular
606771196,motorcycle,yes,regular
606771230,amenity,fast_food,regular
606771230,cuisine,coffee_shop,regular
606949291,highway,bus_stop,regular
606949294,highway,bus_stop,regular
606949296,highway,turning_circle,regular
606949302,highway,bus_stop,regular
606949313,highway,bus_stop,regular
606949313,shelter,yes,regular
606949314,highway,bus_stop,regular
606949315,barrier,gate,regular
606949321,highway,bus_stop,regular
606949321,shelter,yes,regular
606949323,highway,bus_stop,regular
606949325,highway,bus_stop,regular
606949404,highway,bus_stop,regular
606949404,shelter,yes,regular
606949408,highway,bus_stop,regular
606949413,highway,bus_stop,regular
606949413,shelter,yes,regular
606949422,highway,bus_stop,regular
606949422,shelter,yes,regular
606949424,highway,bus_stop,regular
606949424,shelter,yes,regular
606949427,highway,bus_stop,regular
606949444,highway,bus_stop,regular
606949459,highway,bus_stop,regular
606949459,shelter,yes,regular
606949465,highway,bus_stop,regular
606949465,shelter,yes,regular
606949468,highway,bus_stop,regular
606949468,shelter,yes,regular
606949471,highway,bus_stop,regular
606949471,shelter,yes,regular
606949472,highway,bus_stop,regular
606949472,shelter,yes,regular
606949483,highway,bus_stop,regular
606949542,highway,bus_stop,regular
606949542,shelter,yes,regular
606949544,highway,bus_stop,regular
606949544,shelter,yes,regular
606949582,highway,bus_stop,regular
606949583,highway,bus_stop,regular
606949583,shelter,yes,regular
606949584,highway,bus_stop,regular
606949620,highway,bus_stop,regular
606949620,shelter,yes,regular
606949680,highway,bus_stop,regular
606949688,highway,bus_stop,regular
606949688,shelter,yes,regular
606949691,highway,bus_stop,regular
606949691,shelter,yes,regular
606949692,highway,bus_stop,regular
606949695,highway,bus_stop,regular
606949695,shelter,yes,regular
606949699,highway,bus_stop,regular
606949700,highway,bus_stop,regular
606949727,noexit,yes,regular
609224338,city,Kewdale,addr
609224338,state,WA,addr
609224338,street,Belmont Avenue,addr
609224338,postcode,6105,addr
609224338,housenumber,334,addr
609224338,interpolation,even,addr
609225614,city,Kewdale,addr
609225614,street,Belmont Avenue,addr
609225614,postcode,6105,addr
609225614,housenumber,338,addr
609225614,interpolation,even,addr
611207542,highway,turning_circle,regular
611207617,highway,turning_circle,regular
611207786,highway,turning_circle,regular
611219129,highway,traffic_signals,regular
611221199,highway,crossing,regular
611221199,railway,crossing,regular
611221202,highway,turning_circle,regular
611447579,name,McDonald's,regular
611447579,amenity,fast_food,regular
611447579,cuisine,burger,regular
613962371,highway,bus_stop,regular
614010899,atm,yes,regular
614010899,name,ANZ,regular
614010899,amenity,bank,regular
614010899,operator,ANZ,regular
614010900,atm,yes,regular
614010900,name,Commonwealth Bank,regular
614010900,amenity,bank,regular
614010900,operator,Commonwealth Bank,regular
615107840,name,Swanbourne,regular
615107840,amenity,post_office,regular
615114201,highway,traffic_signals,regular
615114201,crossing,traffic_signals,regular
615118971,name,North Street After Lyons Street,regular
615118971,highway,bus_stop,regular
615118971,shelter,yes,regular
615118974,name,"102, 381",regular
615118974,highway,bus_stop,regular
615118978,shop,hairdresser,regular
615118979,name,Bookcaffe,regular
615118979,shop,books,regular
615118981,name,Jeremy's,regular
615118981,shop,butcher,regular
615118983,name,Murphy's Electrical Co,regular
615118983,shop,electronics,regular
615118983,phone,+61-8-9384-1163,regular
615118984,name,Eziway Food Stores,regular
615118984,shop,supermarket,regular
615118984,opening_hours,Mo-Su,regular
615118986,name,Swanbourne Hardware,regular
615118986,shop,hardware,regular
615118987,name,Pizza Lounge,regular
615118987,amenity,restaurant,regular
615118987,cuisine,pizza,regular
615119955,amenity,post_box,regular
615203456,highway,traffic_signals,regular
615203456,crossing,traffic_signals,regular
616238913,highway,traffic_signals,regular
616238920,highway,traffic_signals,regular
616261269,highway,traffic_signals,regular
616261369,highway,traffic_signals,regular
616261374,highway,traffic_signals,regular
616265976,noexit,yes,regular
616290547,highway,turning_circle,regular
616565982,highway,turning_circle,regular
616566017,highway,turning_circle,regular
616566046,highway,turning_circle,regular
616566062,highway,turning_circle,regular
616566112,highway,turning_circle,regular
616566113,highway,turning_circle,regular
616566191,highway,turning_circle,regular
616580112,highway,turning_circle,regular
616606841,noexit,yes,regular
617928599,name,Cottesloe Pylon,regular
617928599,tourism,attraction,regular
617928599,historic,yes,regular
618018493,fixme,gate here?,regular
618018566,bus,yes,regular
618018566,public_transport,stop_position,regular
618020034,highway,turning_circle,regular
618020035,highway,turning_circle,regular
619040564,highway,turning_circle,regular
619681694,highway,crossing,regular
619681694,crossing,uncontrolled,regular
620393903,noexit,yes,regular
620395263,name,Cantonment Hill,regular
620395263,natural,peak,regular
621155914,amenity,post_box,regular
621159700,power,tower,regular
621169012,highway,turning_circle,regular
621169026,highway,turning_circle,regular
621169041,highway,turning_circle,regular
621169075,highway,turning_circle,regular
622948809,highway,turning_circle,regular
622964075,highway,turning_circle,regular
623007007,noexit,yes,regular
623008562,noexit,yes,regular
624247437,highway,turning_circle,regular
624247458,noexit,yes,regular
624247586,noexit,yes,regular
624247628,noexit,yes,regular
624247759,highway,turning_circle,regular
626579659,highway,traffic_signals,regular
626579665,highway,traffic_signals,regular
628925158,ref,14411,regular
628925158,bench,no,regular
628925158,highway,bus_stop,regular
628925158,shelter,no,regular
628925162,amenity,post_box,regular
628925162,operator,Australia Post,regular
628925164,ref,14451,regular
628925164,bench,yes,regular
628925164,highway,bus_stop,regular
628925164,shelter,yes,regular
628943371,name,Hamburger Hill,regular
628943371,amenity,cafe,regular
631130632,name,Comfort Inn Bel Eyre,regular
631130632,tourism,hotel,regular
631130642,highway,bus_stop,regular
631130652,noexit,yes,regular
631130652,highway,turning_circle,regular
631130672,highway,turning_circle,regular
631130675,highway,turning_circle,regular
631130677,highway,bus_stop,regular
631381489,noexit,yes,regular
631424205,highway,turning_circle,regular
631424211,highway,turning_circle,regular
631424249,noexit,yes,regular
631424249,highway,turning_circle,regular
631458488,brand,Coles Express,regular
631458488,amenity,fuel,regular
632049592,highway,bus_stop,regular
632191519,amenity,bicycle_parking,regular
632191519,covered,no,regular
632191519,capacity,8,regular
632194545,railway,crossing,regular
632194545,attribution,West Perth Business Map www.mineraldata.com.au,regular
632679415,name,Glendalough,regular
632679415,railway,station,regular
632679415,operator,Transperth,regular
632679415,public_transport,station,regular
632710504,name,Leederville,regular
632710504,railway,station,regular
632710504,operator,Transperth,regular
632710504,public_transport,station,regular
632710510,name,Perth Underground,regular
632710510,railway,station,regular
632710510,operator,Transperth,regular
632710510,city,Perth,addr
632710510,street,William Street,addr
632710510,postcode,6000,addr
632710510,housenumber,145,addr
632710510,public_transport,station,regular
632710516,name,Elizabeth Quay,regular
632710516,railway,station,regular
632710516,operator,Transperth,regular
632710516,public_transport,station,regular
633741022,highway,turning_circle,regular
633741024,highway,turning_circle,regular
633741038,highway,turning_circle,regular
633741043,highway,turning_circle,regular
633741198,highway,turning_circle,regular
633742387,highway,turning_circle,regular
633742415,highway,turning_circle,regular
633746038,highway,crossing,regular
633746038,crossing,uncontrolled,regular
633747054,highway,crossing,regular
633747054,crossing,uncontrolled,regular
633747060,noexit,yes,regular
633747605,highway,turning_circle,regular
633747606,highway,turning_circle,regular
633748885,highway,turning_circle,regular
633748890,highway,turning_circle,regular
634218236,ref,23707,regular
634218236,bench,yes,regular
634218236,highway,bus_stop,regular
634218236,shelter,yes,regular
634218237,ref,23708,regular
634218237,bench,yes,regular
634218237,highway,bus_stop,regular
634218237,shelter,yes,regular
634218238,ref,23709,regular
634218238,bench,yes,regular
634218238,highway,bus_stop,regular
634218238,shelter,yes,regular
634218240,ref,23710,regular
634218240,bench,yes,regular
634218240,highway,bus_stop,regular
